campaignDisplayName,campaignDescription,campaignID,campaignStartDate,campaignEndDate,duration,daysLeft,campaignType,campaignStatus,userEmail,resourceID,resourceName,resourceType,assignmentType,entitlementBundleName,entitlementValueName,decision,decidedDate,reviewerType,reviewerGroupName,reviewerEmail,remediationStatus,currentReviewerLevel,level1ReviewerEmail,level1ReviewerDecision,level2ReviewerEmail,level2ReviewerDecision
PCI Resource Review - 702,,rek4fbHrIY6YiLKj,12/15/2024 12:56 pm,01/05/2025 1:17 pm,21,-262.946319,RESOURCE,COMPLETED,sai.martinez137@testmail.com,q4ssL71whCkVFdhWqjWK,My Super Secure App,Database,GROUP,Default Bundle,,APPROVED,12/23/2024 5:35 pm,GROUP,AccessReviewers,,PENDING,2,sai.martinez@mailinator.com,REVOKED,sai.martinez@testmail.com,APPROVED
Customer Portal Access - 747,,7Jx9Mps7GSKepwZ2,06/01/2025 12:23 pm,06/25/2025 12:41 pm,24,-91.971204,RESOURCE,ACTIVE,alex.brown85@mailinator.com,0STkMlUQpJbYan9mwAsg,My Super Secure App,API,USER,,ROLE_USER,APPROVED,06/03/2025 5:25 pm,USER,,alex.brown@testmail.com,SUCCESS,1,alex.brown@mailinator.com,APPROVED,alex.brown@testmail.com,APPROVED
SOX Resource Review - 181,,GepXAG0Z4luOD18O,11/05/2024 8:33 am,11/22/2024 8:46 am,17,-307.134583,RESOURCE,DRAFT,neha.johnson6@example.com,DIlaStSfWWmMiRBsyVCK,Data Lake Portal,API,GROUP,,ROLE_USER,REVOKED,11/05/2024 9:58 pm,USER,,neha.johnson@mailinator.com,PENDING,,neha.johnson@example.com,APPROVED,,
PCI Resource Review - 214,PCI Resource Review audit.,bmz7ngZZlVSaQSbo,06/19/2025 4:51 pm,07/11/2025 5:36 pm,22,-75.766528,RESOURCE,COMPLETED,kiran.martinez952@example.com,OQ3jcV0HW8nqrmiUX9ue,HRPro,Application,USER,Default Bundle,,UNREVIEWED,,GROUP,AccessReviewers,,SUCCESS,,kiran.martinez@mailinator.com,APPROVED,,
Quarterly Access Review - 670,,EH0G3GOPFCY3GWCw,01/24/2025 6:43 pm,02/19/2025 7:05 pm,26,-217.704734,RESOURCE,IN_PROGRESS,sai.patel92@example.com,WPkbTofwlJ1GMf1Le6bS,Finance360,Server,GROUP,,,REVOKED,02/01/2025 10:47 pm,GROUP,ComplianceTeam,,SUCCESS,2,sai.patel@mailinator.com,REVOKED,sai.patel@testmail.com,REVOKED
SOX Resource Review - 381,,L7AtC5ED89qoDEVK,08/05/2025 1:27 pm,08/15/2025 2:26 pm,10,-40.898333,RESOURCE,CANCELLED,kiran.brown389@testmail.com,Wfe0Yp7DWGwKkH1x05SI,Finance360,Database,GROUP,,,UNREVIEWED,,USER,,kiran.brown@testmail.com,PENDING,,kiran.brown@example.com,APPROVED,,
Customer Portal Access - 497,,jVJYUD7qMmIHnCg1,03/22/2024 4:45 pm,04/09/2024 4:48 pm,18,-533.799479,RESOURCE,ACTIVE,kiran.patel236@example.com,rEbccwaAhsWIf1Bh8n5Y,Data Lake Portal,Application,USER,,,UNREVIEWED,,GROUP,SecurityOps,,SUCCESS,2,,,,
Quarterly Access Review - 33,Quarterly Access Review audit.,ECgR0vZrB2Au2qKN,07/02/2024 7:37 am,07/24/2024 8:11 am,22,-428.158912,RESOURCE,DRAFT,alex.patel721@mailinator.com,CPRlXaejR490gQQ2ktan,My Super Secure App,Database,USER,,,REVOKED,07/20/2024 11:06 am,USER,,alex.patel@mailinator.com,PENDING,2,alex.patel@example.com,REVOKED,,
SOX Resource Review - 554,,mCM5t9do2yTPtPYf,07/13/2023 4:39 am,07/26/2023 5:19 am,13,-792.278171,RESOURCE,CANCELLED,sai.martinez914@mailinator.com,VXRDqjCJ19VkLdaR23H5,Finance360,Database,GROUP,,ROLE_USER,UNREVIEWED,,USER,,sai.martinez@mailinator.com,FAILED,,sai.martinez@testmail.com,APPROVED,sai.martinez@example.com,APPROVED
PCI Resource Review - 91,PCI Resource Review audit.,JVZbw3jd7XwWuRtY,02/18/2023 9:55 pm,03/13/2023 10:44 pm,23,-926.552639,RESOURCE,DRAFT,neha.garcia769@testmail.com,LXy0A2EWmL2OXw35By4o,My Super Secure App,Server,GROUP,,ROLE_USER,APPROVED,03/12/2023 4:31 am,USER,,neha.garcia@mailinator.com,PENDING,1,neha.garcia@mailinator.com,REVOKED,,
PCI Resource Review - 389,PCI Resource Review audit.,F2cj5SchqB5Q0VkV,05/04/2023 12:26 pm,06/03/2023 1:24 pm,30,-844.941435,RESOURCE,COMPLETED,kiran.garcia692@mailinator.com,Mtw6YiL87Ti96xabIy84,My Super Secure App,Database,GROUP,,,APPROVED,05/30/2023 11:11 pm,GROUP,SecurityOps,,SUCCESS,2,,,,
Customer Portal Access - 129,,mCG4Ua1vdjY2c1vl,10/07/2023 2:27 am,10/26/2023 3:24 am,19,-700.358183,RESOURCE,CANCELLED,sai.smith221@mailinator.com,rF1JhTba5isrRzxXKUjF,Finance360,API,USER,,ROLE_USER,APPROVED,10/19/2023 11:39 pm,USER,,sai.smith@example.com,SUCCESS,2,,,,
Customer Portal Access - 936,,c0QpulgfpFPWMtrA,12/09/2024 1:54 am,12/19/2024 2:53 am,10,-280.379722,RESOURCE,COMPLETED,kiran.garcia414@mailinator.com,0paEYZjRPyr3nO2CQPHR,HRPro,Database,GROUP,,ROLE_USER,APPROVED,12/14/2024 7:16 am,GROUP,ComplianceTeam,,FAILED,2,kiran.garcia@testmail.com,APPROVED,,
PCI Resource Review - 166,PCI Resource Review audit.,l2epVHIOeFt6pcaU,02/16/2025 1:44 am,02/27/2025 1:52 am,11,-210.421840,RESOURCE,ACTIVE,neha.patel247@example.com,6sW3iFxlgutVwlBgFd04,Data Lake Portal,Database,GROUP,Default Bundle,,APPROVED,02/21/2025 2:51 pm,GROUP,AccessReviewers,,SUCCESS,2,,,neha.patel@mailinator.com,APPROVED
Quarterly Access Review - 813,Quarterly Access Review audit.,LsNR3MyToJ9OdSK2,05/08/2025 10:35 am,05/27/2025 11:11 am,19,-121.033796,RESOURCE,DRAFT,sai.patel447@example.com,RZv2HNtYjWmGAIfMfJ0D,HRPro,API,GROUP,,,REVOKED,05/09/2025 3:45 pm,USER,,sai.patel@mailinator.com,SUCCESS,1,sai.patel@example.com,APPROVED,,
SOX Resource Review - 336,,hNIspBxRT0QTp1oY,05/11/2023 8:04 pm,06/05/2023 8:30 pm,25,-842.645532,RESOURCE,DRAFT,neha.smith61@example.com,rBOk5saRq3vbCDEBiG2o,Data Lake Portal,Server,USER,,,UNREVIEWED,,GROUP,AccessReviewers,,SUCCESS,2,neha.smith@testmail.com,APPROVED,,
SOX Resource Review - 62,,H01WtIsL5DgfBfxH,01/01/2023 12:34 pm,01/22/2023 1:01 pm,21,-976.957338,RESOURCE,DRAFT,alex.smith652@example.com,67WRpsCvkepAAPXRqhIE,HRPro,Server,USER,Default Bundle,,REVOKED,01/06/2023 7:01 pm,GROUP,ComplianceTeam,,PENDING,2,,,,
SOX Resource Review - 450,,WdUyOg1oa1gb7Lu5,04/30/2025 4:32 pm,05/17/2025 4:47 pm,17,-130.800567,RESOURCE,DRAFT,jordan.patel926@example.com,yK8GbkdZ1Md7jKNYrSOS,Finance360,Server,GROUP,,,APPROVED,05/06/2025 11:36 am,USER,,jordan.patel@example.com,SUCCESS,2,,,,
PCI Resource Review - 340,,7FBWOnav7ywZfZaJ,03/05/2023 7:10 am,03/30/2023 7:25 am,25,-910.190440,RESOURCE,CANCELLED,taylor.smith184@example.com,NrMDrLDGw0b5wCRxwvXF,Finance360,API,GROUP,,,APPROVED,03/07/2023 8:39 pm,USER,,taylor.smith@mailinator.com,PENDING,1,taylor.smith@mailinator.com,APPROVED,taylor.smith@mailinator.com,REVOKED
SOX Resource Review - 966,,Ld5Y235W8ZeQMy2l,07/09/2025 6:10 am,08/06/2025 6:42 am,28,-50.220220,RESOURCE,IN_PROGRESS,jordan.martinez279@mailinator.com,DHZOb6BlXlQRyPqv4C7I,Finance360,Database,USER,,,APPROVED,08/04/2025 10:46 pm,GROUP,AccessReviewers,,SUCCESS,1,jordan.martinez@mailinator.com,REVOKED,,
PCI Resource Review - 604,,GFSkcr2xut8tpzoy,01/31/2025 4:37 pm,02/26/2025 5:11 pm,26,-210.783762,RESOURCE,ACTIVE,jordan.patel678@mailinator.com,5QqY9K1xDgGNaEBXHqiq,HRPro,Database,USER,,,APPROVED,02/12/2025 4:38 pm,GROUP,ComplianceTeam,,FAILED,2,,,jordan.patel@testmail.com,REVOKED
PCI Resource Review - 617,PCI Resource Review audit.,rqGkFV78JbjiQbKR,02/13/2024 6:49 am,02/27/2024 6:57 am,14,-576.210104,RESOURCE,CANCELLED,sai.brown775@testmail.com,thOSpnvzdBim0PPx9uhI,Data Lake Portal,API,GROUP,Default Bundle,,UNREVIEWED,,USER,,sai.brown@mailinator.com,FAILED,,,,,
PCI Resource Review - 273,,YCOzWnoGWJsm4uXK,05/14/2024 6:16 am,06/05/2024 6:26 am,22,-477.231933,RESOURCE,COMPLETED,taylor.johnson876@mailinator.com,bxagu7ZsA8Xso2vugoR9,My Super Secure App,Server,USER,,,UNREVIEWED,,GROUP,AccessReviewers,,PENDING,2,taylor.johnson@testmail.com,APPROVED,,
Customer Portal Access - 407,Customer Portal Access audit.,v3GckUgPm52TTEg2,11/28/2023 8:41 am,12/13/2023 9:35 am,15,-652.100139,RESOURCE,CANCELLED,sai.martinez513@example.com,AGoPABmySdUJgJlZT0Qy,My Super Secure App,Database,USER,,,APPROVED,11/30/2023 11:32 pm,GROUP,SecurityOps,,PENDING,,sai.martinez@mailinator.com,APPROVED,,
Quarterly Access Review - 411,Quarterly Access Review audit.,WHhZrJjtR3Q9tpMt,04/16/2025 2:48 am,05/07/2025 3:10 am,21,-141.367639,RESOURCE,ACTIVE,taylor.martinez778@example.com,zKSzJxuD60zqTtpGl6UN,Finance360,Database,GROUP,,,UNREVIEWED,,USER,,taylor.martinez@mailinator.com,PENDING,,taylor.martinez@example.com,REVOKED,taylor.martinez@mailinator.com,REVOKED
Quarterly Access Review - 791,,8gSMFq0XVW9jIer6,11/11/2023 12:43 am,12/02/2023 12:54 am,21,-663.461968,RESOURCE,COMPLETED,jordan.smith627@mailinator.com,oXSRUP1oUhl6lOKMw8CX,Finance360,Application,GROUP,,,APPROVED,11/11/2023 8:52 pm,GROUP,ComplianceTeam,,PENDING,2,,,jordan.smith@mailinator.com,REVOKED
PCI Resource Review - 429,,4e6peT6pVnjMQlKQ,06/21/2025 8:12 am,06/30/2025 9:08 am,9,-87.119155,RESOURCE,IN_PROGRESS,taylor.martinez346@testmail.com,xEEuQVXOPfrfml4SQg5n,Data Lake Portal,API,USER,,,UNREVIEWED,,GROUP,AccessReviewers,,FAILED,,,,,
Customer Portal Access - 641,,eUZc2KPL3Uq10B0K,07/29/2025 5:45 am,08/10/2025 5:53 am,12,-46.254688,RESOURCE,ACTIVE,kiran.brown550@mailinator.com,Y9cy7QjbolzKx9ngPz7R,HRPro,API,USER,,,APPROVED,07/30/2025 9:52 pm,USER,,kiran.brown@example.com,SUCCESS,2,kiran.brown@testmail.com,APPROVED,,
Customer Portal Access - 647,,x596L6zsBraydHRj,02/28/2025 4:56 pm,03/24/2025 5:34 pm,24,-184.767951,RESOURCE,CANCELLED,alex.brown318@testmail.com,NVC1gt3L3Zwt75uptbYi,My Super Secure App,API,USER,,,REVOKED,03/09/2025 1:08 am,USER,,alex.brown@testmail.com,PENDING,1,,,alex.brown@mailinator.com,REVOKED
PCI Resource Review - 569,,1iCdYTVJy17BU7Nr,09/30/2024 1:46 am,10/17/2024 2:25 am,17,-343.398808,RESOURCE,IN_PROGRESS,alex.garcia473@mailinator.com,RIcelS0Al4ri6lDFqm0M,HRPro,Server,USER,,ROLE_USER,APPROVED,10/06/2024 1:11 am,USER,,alex.garcia@example.com,PENDING,1,alex.garcia@testmail.com,REVOKED,,
Quarterly Access Review - 481,,dyy0hlOe5NvYo3Mt,01/04/2024 8:55 pm,01/22/2024 9:04 pm,18,-611.622095,RESOURCE,COMPLETED,kiran.patel608@testmail.com,RodPMnoioqVSM87JGSCg,Data Lake Portal,API,USER,Default Bundle,,REVOKED,01/11/2024 11:16 pm,GROUP,AccessReviewers,,FAILED,2,kiran.patel@mailinator.com,REVOKED,,
Quarterly Access Review - 107,Quarterly Access Review audit.,XGCzuFmC3r9Zovx9,12/13/2024 6:50 am,01/07/2025 7:17 am,25,-261.196146,RESOURCE,ACTIVE,sai.johnson355@testmail.com,pzR3wXCNuGj5tcsTTjTt,Finance360,API,GROUP,,,REVOKED,12/20/2024 3:24 am,GROUP,AccessReviewers,,PENDING,2,,,sai.johnson@testmail.com,APPROVED
Quarterly Access Review - 549,,QmguqZZH39NQvqpE,12/09/2024 3:20 pm,12/19/2024 3:37 pm,10,-279.848738,RESOURCE,COMPLETED,taylor.smith406@mailinator.com,wydbJSoDvNNVRQoK6zlx,HRPro,Application,USER,,,UNREVIEWED,,USER,,taylor.smith@testmail.com,FAILED,2,taylor.smith@testmail.com,APPROVED,,
Customer Portal Access - 701,,VxhOxBrCN0u7gIWU,12/30/2024 9:42 pm,01/10/2025 10:32 pm,11,-257.560799,RESOURCE,COMPLETED,kiran.patel79@mailinator.com,qydEPtraVkGRPFAWygnr,My Super Secure App,Application,USER,,,APPROVED,01/06/2025 1:24 pm,USER,,kiran.patel@testmail.com,PENDING,2,,,,
PCI Resource Review - 480,,Pps93xFbrAlJJJz2,07/14/2023 2:13 am,07/24/2023 2:15 am,10,-794.405984,RESOURCE,COMPLETED,kiran.brown254@example.com,dx9WT33XsAhw4fjkLT2e,My Super Secure App,Application,GROUP,,,REVOKED,07/17/2023 4:12 pm,USER,,kiran.brown@testmail.com,PENDING,2,,,,
Quarterly Access Review - 81,Quarterly Access Review audit.,kkUULJaWDCVb0gl8,09/29/2024 8:22 am,10/13/2024 8:57 am,14,-347.126412,RESOURCE,DRAFT,jordan.garcia747@mailinator.com,qTsKJokGm7BkLVHAQ4bT,HRPro,Server,GROUP,,,UNREVIEWED,,GROUP,SecurityOps,,SUCCESS,,jordan.garcia@mailinator.com,APPROVED,,
SOX Resource Review - 72,,BBpRLup31LzsCLJk,07/19/2023 1:17 pm,08/03/2023 1:50 pm,15,-783.923565,RESOURCE,DRAFT,alex.patel817@testmail.com,HJNU3QVUVvNSulTvVP5v,HRPro,Database,GROUP,Default Bundle,,APPROVED,07/23/2023 6:47 pm,USER,,alex.patel@example.com,PENDING,1,,,,
SOX Resource Review - 214,,ByoIBkPlmiTAQ353,02/19/2025 8:22 pm,03/02/2025 8:47 pm,11,-206.633600,RESOURCE,IN_PROGRESS,alex.garcia732@mailinator.com,vMte3OD0dPqsVI4NRlOb,Finance360,Server,GROUP,,,UNREVIEWED,,USER,,alex.garcia@testmail.com,SUCCESS,2,,,,
SOX Resource Review - 470,,ncx81LMIPYvXuR03,07/27/2023 10:18 am,08/15/2023 11:03 am,19,-772.039236,RESOURCE,ACTIVE,kiran.garcia629@example.com,31Q5ZPw0pC4KBONVvaZW,Data Lake Portal,API,GROUP,,ROLE_USER,REVOKED,07/31/2023 12:49 am,GROUP,AccessReviewers,,SUCCESS,,,,,
Quarterly Access Review - 377,Quarterly Access Review audit.,1l180QPwf1rTM8l7,02/13/2024 3:29 pm,02/27/2024 3:37 pm,14,-575.848681,RESOURCE,DRAFT,kiran.martinez490@testmail.com,jMuTvxEIXI7nSdpuRmoB,HRPro,Server,USER,,,REVOKED,02/20/2024 12:58 pm,USER,,kiran.martinez@example.com,FAILED,,kiran.martinez@example.com,REVOKED,kiran.martinez@testmail.com,REVOKED
PCI Resource Review - 239,,FhVrewkPzymsCNg7,03/17/2023 1:18 pm,04/06/2023 1:35 pm,20,-902.933704,RESOURCE,DRAFT,kiran.johnson829@example.com,vvDY6072YNe184gNXjtr,My Super Secure App,Database,USER,,,APPROVED,04/02/2023 2:22 pm,USER,,kiran.johnson@testmail.com,FAILED,,kiran.johnson@testmail.com,REVOKED,kiran.johnson@example.com,REVOKED
PCI Resource Review - 275,,bOwyWzlV0BAMxCb9,01/17/2024 9:05 pm,01/30/2024 9:48 pm,13,-603.591192,RESOURCE,COMPLETED,neha.johnson841@example.com,qKWJXloGzcNo9mRsBI6d,My Super Secure App,Server,USER,Default Bundle,ROLE_USER,REVOKED,01/22/2024 3:31 pm,USER,,neha.johnson@mailinator.com,PENDING,,neha.johnson@mailinator.com,REVOKED,neha.johnson@testmail.com,APPROVED
SOX Resource Review - 218,,aDwub7tqrPCyv8s5,01/11/2024 2:53 pm,02/05/2024 3:31 pm,25,-597.853044,RESOURCE,IN_PROGRESS,alex.martinez629@testmail.com,RUTm1S5BPFsBbDVWIr3v,Finance360,API,USER,,,REVOKED,01/25/2024 6:34 am,USER,,alex.martinez@mailinator.com,SUCCESS,2,,,,
SOX Resource Review - 403,,xEEpABr5iuYnZ0wD,07/23/2024 9:52 am,08/06/2024 10:29 am,14,-415.062593,RESOURCE,COMPLETED,kiran.garcia851@testmail.com,sVV3jKKeeuS6yuBV34Me,My Super Secure App,API,USER,Default Bundle,,APPROVED,08/04/2024 6:49 am,USER,,kiran.garcia@example.com,PENDING,1,kiran.garcia@testmail.com,APPROVED,,
PCI Resource Review - 719,,3HvGxYTCB0j0CuJV,05/18/2025 8:53 pm,05/28/2025 9:47 pm,10,-119.591678,RESOURCE,DRAFT,sai.johnson671@mailinator.com,GCFZC2vj2RMpssXLfkr5,Finance360,Database,USER,,,UNREVIEWED,,USER,,sai.johnson@example.com,FAILED,2,,,,
Customer Portal Access - 360,,c8ImtxgalWhuNhlK,10/25/2023 7:25 am,11/12/2023 7:31 am,18,-683.186806,RESOURCE,CANCELLED,kiran.patel83@example.com,R0zvUAHErpyF4brf2H15,HRPro,Server,GROUP,,,APPROVED,10/25/2023 7:03 pm,GROUP,SecurityOps,,SUCCESS,,kiran.patel@testmail.com,APPROVED,kiran.patel@example.com,REVOKED
Quarterly Access Review - 919,Quarterly Access Review audit.,IFFeTrNpxnsqLLGr,10/31/2023 7:22 pm,11/17/2023 7:50 pm,17,-677.673275,RESOURCE,COMPLETED,jordan.martinez143@example.com,aslfSyjVNrRL6XsNxjUr,HRPro,Database,USER,,ROLE_USER,UNREVIEWED,,USER,,jordan.martinez@mailinator.com,SUCCESS,1,jordan.martinez@testmail.com,REVOKED,jordan.martinez@testmail.com,REVOKED
Quarterly Access Review - 67,Quarterly Access Review audit.,3vIGz3jOlZJCJ4iY,04/21/2025 12:20 pm,05/12/2025 1:05 pm,21,-135.954630,RESOURCE,IN_PROGRESS,jordan.patel885@example.com,lznWw8cvfoFOxf652jmz,Finance360,Application,GROUP,,,UNREVIEWED,,GROUP,AccessReviewers,,PENDING,,jordan.patel@testmail.com,REVOKED,jordan.patel@mailinator.com,REVOKED
PCI Resource Review - 55,PCI Resource Review audit.,Vyd5TGyvuxraENft,01/04/2023 8:31 am,01/27/2023 9:28 am,23,-972.105451,RESOURCE,CANCELLED,taylor.patel251@testmail.com,WgcHVw1Orn6On6KVMDQp,Data Lake Portal,Application,USER,,,APPROVED,01/15/2023 7:50 pm,USER,,taylor.patel@example.com,PENDING,1,,,taylor.patel@mailinator.com,REVOKED
Quarterly Access Review - 719,Quarterly Access Review audit.,ZFvTHZ6nckZsA3xT,12/09/2024 6:31 pm,12/28/2024 7:08 pm,19,-270.702604,RESOURCE,ACTIVE,kiran.johnson948@example.com,qvMtRflj4gC8ytA6vpOq,My Super Secure App,Database,USER,,,REVOKED,12/23/2024 8:56 pm,USER,,kiran.johnson@mailinator.com,SUCCESS,,kiran.johnson@mailinator.com,APPROVED,,
Customer Portal Access - 559,,vjRoyd2t51VLzr1j,06/17/2024 1:36 pm,06/29/2024 2:15 pm,12,-452.906076,RESOURCE,DRAFT,kiran.patel536@mailinator.com,P25krxYLcTMIfLtNVVaz,Finance360,Server,GROUP,,ROLE_USER,APPROVED,06/18/2024 3:54 am,GROUP,ComplianceTeam,,FAILED,,kiran.patel@testmail.com,APPROVED,,
PCI Resource Review - 952,,OO1KfITzTePitGz9,01/19/2024 1:43 am,02/18/2024 2:31 am,30,-585.394919,RESOURCE,IN_PROGRESS,alex.martinez290@example.com,yy7TY1m9RaLTwSS32TGy,HRPro,API,GROUP,,,REVOKED,02/08/2024 5:57 am,USER,,alex.martinez@testmail.com,PENDING,,,,,
PCI Resource Review - 366,PCI Resource Review audit.,S8xvUuCFEiBQ6DHL,05/24/2025 8:55 am,06/19/2025 9:53 am,26,-98.087743,RESOURCE,COMPLETED,jordan.johnson293@testmail.com,u5nk1qQJTJe7m6Gww5K0,Finance360,Server,GROUP,Default Bundle,,APPROVED,06/17/2025 12:32 pm,GROUP,ComplianceTeam,,FAILED,,,,jordan.johnson@example.com,REVOKED
Customer Portal Access - 334,Customer Portal Access audit.,2pdGpEco1hWmJgP0,01/24/2025 10:54 am,02/07/2025 11:01 am,14,-230.040856,RESOURCE,CANCELLED,taylor.smith277@mailinator.com,vfC4oGY4ykBWUrFXOTna,Data Lake Portal,Database,GROUP,,,UNREVIEWED,,GROUP,SecurityOps,,SUCCESS,1,taylor.smith@mailinator.com,APPROVED,taylor.smith@mailinator.com,REVOKED
PCI Resource Review - 277,,VYx3OeQvhjS0KTLV,02/06/2025 3:43 pm,03/03/2025 3:56 pm,25,-205.835671,RESOURCE,DRAFT,jordan.martinez252@testmail.com,3ljFLFVGBsqbug5BlGEu,My Super Secure App,Database,GROUP,Default Bundle,,REVOKED,02/08/2025 2:08 am,USER,,jordan.martinez@testmail.com,FAILED,,,,,
PCI Resource Review - 361,,DfuVz5fLDQFfebBT,07/31/2025 10:40 am,08/22/2025 11:29 am,22,-34.020995,RESOURCE,CANCELLED,jordan.martinez452@example.com,YgJX1lffjG92VVTuLqSr,My Super Secure App,API,USER,,,APPROVED,08/15/2025 11:21 pm,USER,,jordan.martinez@example.com,PENDING,,jordan.martinez@example.com,REVOKED,jordan.martinez@mailinator.com,REVOKED
Quarterly Access Review - 258,Quarterly Access Review audit.,Pe3NVHUiHRBttxgC,02/05/2025 12:59 am,02/20/2025 1:31 am,15,-217.436424,RESOURCE,DRAFT,kiran.smith387@mailinator.com,XgCJTtcsXB6gA0UPFOth,HRPro,Application,USER,,,REVOKED,02/19/2025 12:53 pm,GROUP,ComplianceTeam,,SUCCESS,1,kiran.smith@testmail.com,REVOKED,,
Customer Portal Access - 948,,BDNl2tXYW3ITgIOC,03/12/2023 10:16 am,03/19/2023 10:19 am,7,-921.069757,RESOURCE,ACTIVE,kiran.patel896@example.com,gwK35MVBvfg7GPUNHY0t,My Super Secure App,Application,GROUP,,,REVOKED,03/13/2023 9:51 pm,GROUP,SecurityOps,,SUCCESS,2,kiran.patel@example.com,APPROVED,,
Customer Portal Access - 529,,Y0YlfdcWNEFHhpWL,06/26/2023 12:11 pm,07/08/2023 12:53 pm,12,-809.962917,RESOURCE,DRAFT,kiran.smith590@testmail.com,zNGKyntekXv2zldo6p2o,Finance360,Server,USER,,,APPROVED,07/07/2023 9:48 am,GROUP,SecurityOps,,FAILED,,kiran.smith@example.com,REVOKED,kiran.smith@mailinator.com,APPROVED
PCI Resource Review - 750,,CxhYas9KcVSHBFkf,04/26/2023 8:15 pm,05/05/2023 8:34 pm,9,-873.642627,RESOURCE,IN_PROGRESS,neha.martinez894@mailinator.com,oT4jHFdQRSqo3pzwTHCb,Finance360,Database,USER,,ROLE_USER,UNREVIEWED,,GROUP,SecurityOps,,FAILED,1,neha.martinez@mailinator.com,APPROVED,,
PCI Resource Review - 707,,vTsRf41vVg96CjBf,04/21/2025 2:42 pm,05/10/2025 3:16 pm,19,-137.863866,RESOURCE,COMPLETED,jordan.johnson687@example.com,uwreLoDNKWX2TF24nS1t,HRPro,Server,GROUP,,,REVOKED,05/10/2025 10:31 am,GROUP,AccessReviewers,,FAILED,,,,jordan.johnson@mailinator.com,APPROVED
SOX Resource Review - 307,,A8IUm7mbemAo593L,05/26/2024 10:33 pm,06/04/2024 10:49 pm,9,-477.549259,RESOURCE,IN_PROGRESS,neha.garcia274@mailinator.com,0sxWtMBKVJEVBQvvu01l,My Super Secure App,API,USER,Default Bundle,,REVOKED,06/01/2024 1:34 pm,GROUP,AccessReviewers,,FAILED,2,neha.garcia@example.com,APPROVED,,
Customer Portal Access - 268,,LshqfLI41p0AC2XX,07/17/2025 9:49 am,07/27/2025 10:14 am,10,-60.073113,RESOURCE,ACTIVE,alex.smith726@example.com,gq5a7ZpaNKnRNLWvsfU6,Data Lake Portal,Database,USER,,,APPROVED,07/23/2025 12:47 pm,GROUP,ComplianceTeam,,FAILED,2,,,alex.smith@testmail.com,REVOKED
PCI Resource Review - 927,,eK6neljUaOF8p3CN,04/12/2024 1:25 pm,05/04/2024 1:48 pm,22,-508.924583,RESOURCE,COMPLETED,alex.johnson386@example.com,HkXrVVGaGUj8TkOUhOCR,Data Lake Portal,API,USER,,,APPROVED,04/29/2024 4:10 pm,GROUP,ComplianceTeam,,FAILED,1,alex.johnson@mailinator.com,APPROVED,,
Customer Portal Access - 264,,PJrvJU3lCqMGaP8L,04/18/2024 8:55 am,05/04/2024 9:23 am,16,-509.108785,RESOURCE,IN_PROGRESS,kiran.brown746@testmail.com,bHbU8DICQZIGWIfW9rKF,Finance360,API,USER,,,UNREVIEWED,,GROUP,SecurityOps,,SUCCESS,2,kiran.brown@mailinator.com,APPROVED,,
Quarterly Access Review - 80,,ItOZn5WvX4t9jk3s,10/17/2024 5:00 am,11/13/2024 5:22 am,27,-316.276019,RESOURCE,CANCELLED,taylor.martinez352@testmail.com,rNYfaPTHYClBkDEpwLzx,HRPro,Server,GROUP,,ROLE_USER,APPROVED,11/09/2024 1:07 pm,USER,,taylor.martinez@testmail.com,SUCCESS,2,,,,
PCI Resource Review - 815,PCI Resource Review audit.,3NHlnRl0zrQpih7S,09/15/2023 9:10 am,10/13/2023 10:02 am,28,-713.081678,RESOURCE,ACTIVE,taylor.martinez339@mailinator.com,zT1zbh6ZsoC3vMDnNwRZ,Finance360,Server,GROUP,,,UNREVIEWED,,GROUP,SecurityOps,,SUCCESS,,,,taylor.martinez@mailinator.com,APPROVED
Quarterly Access Review - 232,,jPTiYbLVGrtf5u2W,07/23/2023 4:58 pm,08/14/2023 5:27 pm,22,-772.772789,RESOURCE,CANCELLED,sai.garcia846@mailinator.com,RcFQc5KUlp6ozJ7xVTBY,HRPro,Server,USER,,,APPROVED,07/26/2023 8:45 am,GROUP,AccessReviewers,,PENDING,1,,,,
PCI Resource Review - 911,,yBlTGEQhEVis7am8,06/30/2023 5:11 am,07/10/2023 5:16 am,10,-808.279919,RESOURCE,ACTIVE,jordan.brown572@mailinator.com,t9iRY3iAXE9Vx2iBowYy,Data Lake Portal,API,GROUP,,ROLE_USER,UNREVIEWED,,GROUP,AccessReviewers,,SUCCESS,1,jordan.brown@mailinator.com,REVOKED,,
Quarterly Access Review - 6,,5ueYygaLfEuCJcKw,04/20/2024 4:46 pm,05/18/2024 5:04 pm,28,-494.788229,RESOURCE,IN_PROGRESS,sai.garcia541@example.com,MaKlbeA61SEp3sXI0xqW,My Super Secure App,Database,GROUP,Default Bundle,,UNREVIEWED,,USER,,sai.garcia@example.com,FAILED,1,,,,
Customer Portal Access - 387,,a4URfMyrQsj0QZdw,02/01/2023 6:16 am,02/13/2023 6:22 am,12,-955.234259,RESOURCE,CANCELLED,jordan.patel123@testmail.com,q3narTaV8nQkq8bNStyX,HRPro,Application,GROUP,,,REVOKED,02/04/2023 9:41 am,GROUP,SecurityOps,,PENDING,,jordan.patel@mailinator.com,REVOKED,,
